,gvkey,data_date,data_year_month,file_year_month,type,international_count,rev_growth_count,rev_slow_count,expense_growth_count,expense_slow_count,lm_positive_count,lm_negative_count,lm_uncertainty_count,lm_litigious_count
2393,2220,6/1/2012,2012-06,2012-08,10-Q,134,8,10,12,27,104,475,312,204
2394,2220,9/1/2012,2012-09,2012-11,10-Q,135,11,8,11,30,108,483,354,180
2395,2220,12/1/2012,2012-12,2013-03,10-K,228,22,6,14,29,144,862,621,408
2396,2220,3/1/2013,2013-03,2013-05,10-Q,118,5,6,10,19,101,596,358,230
2397,2220,6/1/2013,2013-06,2013-08,10-Q,134,14,5,11,24,111,561,368,237
2398,2220,9/1/2013,2013-09,2013-11,10-Q,141,11,7,19,19,115,630,370,259
2399,2220,12/1/2013,2013-12,2014-03,10-K,228,19,12,22,32,170,933,639,443
2400,2220,3/1/2014,2014-03,2014-05,10-Q,126,8,6,16,17,113,554,359,257
2401,2220,6/1/2014,2014-06,2014-08,10-Q,154,10,7,23,22,122,593,425,270
2402,2220,9/1/2014,2014-09,2014-11,10-Q,180,8,9,21,13,103,766,457,497
2403,2220,12/1/2014,2014-12,2015-03,10-K,236,15,13,25,32,153,1210,740,765
2404,2220,3/1/2015,2015-03,2015-05,10-Q,137,9,5,15,16,86,480,362,248
2405,2220,6/1/2015,2015-06,2015-08,10-Q,161,15,10,17,17,96,534,385,281
2406,2220,9/1/2015,2015-09,2015-11,10-Q,157,12,6,17,22,96,554,383,290
2407,2220,12/1/2015,2015-12,2016-02,10-K,240,20,10,17,33,128,889,647,505
2408,2220,3/1/2016,2016-03,2016-05,10-Q,132,9,5,18,16,90,514,364,273
2409,2220,6/1/2016,2016-06,2016-08,10-Q,148,20,7,18,24,101,549,380,309
2410,2220,9/1/2016,2016-09,2016-11,10-Q,175,20,8,15,27,86,443,330,215
2411,2220,12/1/2016,2016-12,2017-03,10-K,276,24,13,17,36,110,786,558,441
2412,2220,3/1/2017,2017-03,2017-05,10-Q,155,10,7,17,18,122,660,500,793
2413,2220,6/1/2017,2017-06,2017-08,10-Q,170,14,13,26,23,107,547,390,637
2414,2220,9/1/2017,2017-09,2017-11,10-Q,175,18,7,19,25,130,662,510,717
2415,2220,12/1/2017,2017-12,2018-04,10-K,276,23,16,23,39,138,922,596,458
2416,2220,3/1/2018,2018-03,2018-05,10-Q,151,11,11,13,18,95,495,333,222
2417,2220,6/1/2018,2018-06,2018-08,10-Q,174,19,10,8,28,99,516,339,235
2418,2220,9/1/2018,2018-09,2018-11,10-Q,174,21,13,10,24,96,517,349,236
2419,2220,12/1/2018,2018-12,2019-04,10-K,272,25,13,22,29,124,783,551,438
2420,2220,3/1/2019,2019-03,2019-05,10-Q,145,10,9,11,17,85,475,338,222
2421,2220,6/1/2019,2019-06,2019-08,10-Q,168,21,13,16,22,102,495,371,232
2422,2220,9/1/2019,2019-09,2019-11,10-Q,170,27,8,14,23,103,515,380,236
2423,2220,12/1/2019,2019-12,2020-03,10-K,270,17,11,13,29,123,851,623,477
2424,2220,3/1/2020,2020-03,2020-05,10-Q,167,12,8,15,17,75,536,375,199
2425,2220,6/1/2020,2020-06,2020-07,10-Q,179,14,16,16,20,96,554,404,207
2426,2220,9/1/2020,2020-09,2020-10,10-Q,174,18,18,17,20,116,767,567,712
2427,2220,12/1/2020,2020-12,2021-02,10-K,267,10,18,14,28,118,686,596,370
2428,2220,3/1/2021,2021-03,2021-04,10-Q,157,12,6,18,11,75,468,363,223
2429,2220,6/1/2021,2021-06,2021-07,10-Q,171,23,5,22,14,96,477,353,229
2430,2220,9/1/2021,2021-09,2021-10,10-Q,172,24,5,25,13,94,485,351,235
2431,2285,3/1/2001,2001-03,2001-05,10-Q,36,1,2,1,7,31,262,119,222
2432,2285,6/1/2001,2001-06,2001-08,10-Q,42,4,2,3,9,70,458,241,759
2433,2285,9/1/2001,2001-09,2001-10,10-Q,41,2,9,3,8,50,302,148,286
2434,2285,12/1/2001,2001-12,2002-03,10-K,211,13,23,20,16,435,927,574,1412
2435,2285,3/1/2002,2002-03,2002-05,10-Q,30,5,6,4,8,86,411,261,721
2436,2285,6/1/2002,2002-06,2002-08,10-Q,37,5,8,2,15,66,369,201,307
2437,2285,9/1/2002,2002-09,2002-11,10-Q,44,4,8,6,18,82,435,231,338
2438,2285,12/1/2002,2002-12,2003-02,10-K,127,17,25,25,22,260,750,566,635
2439,2285,3/1/2003,2003-03,2003-05,10-Q,21,13,6,7,11,66,381,213,240
2440,2285,7/1/2003,2003-07,2003-08,10-Q,34,12,7,9,11,102,557,387,717
2441,2285,9/1/2003,2003-09,2003-10,10-Q,35,16,8,11,16,111,545,335,326
2442,2285,12/1/2003,2003-12,2004-03,10-K,142,28,23,24,24,761,2285,1371,3887
2443,2285,3/1/2004,2004-03,2004-04,10-Q,38,23,10,3,12,130,507,329,304
2444,2285,6/1/2004,2004-06,2004-07,10-Q,36,35,15,10,13,165,735,484,960
2445,2285,9/1/2004,2004-09,2004-10,10-Q,46,34,21,14,23,165,728,403,433
2446,2285,12/1/2004,2004-12,2005-02,10-K,162,45,22,31,39,553,1508,899,1592
2447,2285,3/1/2005,2005-03,2005-04,10-Q,25,22,15,7,17,173,1559,628,2529
2448,2285,6/1/2005,2005-06,2005-07,10-Q,45,48,13,15,25,171,1861,723,2918
2449,2285,9/1/2005,2005-09,2005-10,10-Q,40,35,29,12,29,160,727,337,412
2450,2285,12/1/2005,2005-12,2006-02,10-K,150,33,25,18,37,726,1984,1114,3160
2451,2285,3/1/2006,2006-03,2006-04,10-Q,24,11,7,5,9,61,475,206,393
2452,2285,6/1/2006,2006-06,2006-07,10-Q,28,14,18,9,11,77,547,266,452
2453,2285,9/1/2006,2006-09,2006-10,10-Q,39,17,14,13,13,84,474,274,403
2454,2285,12/1/2006,2006-12,2007-02,10-K,95,26,26,25,28,677,1801,1026,2991
2455,2285,3/1/2007,2007-03,2007-04,10-Q,29,18,12,6,3,51,376,190,287
2456,2285,6/1/2007,2007-06,2007-07,10-Q,37,22,11,8,7,44,351,191,296
2457,2285,9/1/2007,2007-09,2007-10,10-Q,36,21,10,7,8,66,425,302,815
2458,2285,12/1/2007,2007-12,2008-02,10-K,115,30,33,20,31,679,1656,1018,2723
2459,2285,3/1/2008,2008-03,2008-04,10-Q,30,13,12,6,11,44,331,186,297
2460,2285,6/1/2008,2008-06,2008-07,10-Q,32,15,22,8,11,77,577,247,466
2461,2285,9/1/2008,2008-09,2008-10,10-Q,35,14,28,12,9,53,423,218,349
2462,2285,12/1/2008,2008-12,2009-02,10-K,131,18,44,31,39,255,977,751,775
2463,2285,3/1/2009,2009-03,2009-04,10-Q,42,8,26,13,11,48,450,261,350
2464,2285,6/1/2009,2009-06,2009-07,10-Q,49,20,30,10,14,59,483,254,375
2465,2285,9/1/2009,2009-09,2009-10,10-Q,46,18,30,16,15,103,1672,588,2825
2466,2285,12/1/2009,2009-12,2010-02,10-K,137,22,60,32,48,249,1108,716,869
2467,2285,3/1/2010,2010-03,2010-04,10-Q,47,7,24,10,9,47,399,231,410
2468,2285,6/1/2010,2010-06,2010-07,10-Q,46,5,35,11,10,66,408,233,398
2469,2285,9/1/2010,2010-09,2010-10,10-Q,48,14,24,11,13,72,426,225,392
2470,2285,12/1/2010,2010-12,2011-02,10-K,128,19,47,34,40,268,1019,711,767
2471,2285,3/1/2011,2011-03,2011-04,10-Q,40,14,18,6,12,75,422,305,578
2472,2285,6/1/2011,2011-06,2011-07,10-Q,37,26,17,6,13,57,350,214,340
2473,2285,9/1/2011,2011-09,2011-10,10-Q,40,28,15,11,14,84,362,218,349
2474,2285,12/1/2011,2011-12,2012-02,10-K,134,30,46,34,40,251,896,704,738
2475,2285,3/1/2012,2012-03,2012-04,10-Q,34,19,13,10,6,62,379,230,383
2476,2285,6/1/2012,2012-06,2012-07,10-Q,34,32,22,12,9,64,382,237,384
2477,2285,9/1/2012,2012-09,2012-10,10-Q,33,27,25,13,10,83,392,236,379
2478,2285,12/1/2012,2012-12,2013-02,10-K,122,38,34,28,38,237,895,689,751
2479,2285,3/1/2013,2013-03,2013-04,10-Q,28,12,18,8,12,58,378,221,365
2480,2285,6/1/2013,2013-06,2013-07,10-Q,28,25,16,9,13,88,536,271,458
2481,2285,9/1/2013,2013-09,2013-10,10-Q,27,29,20,11,12,75,374,226,365
2482,2285,12/1/2013,2013-12,2014-02,10-K,119,30,29,26,31,267,989,714,816
2483,2285,3/1/2014,2014-03,2014-04,10-Q,36,12,15,10,11,63,312,232,289
2484,2285,6/1/2014,2014-06,2014-07,10-Q,45,18,24,13,13,80,321,230,290
2485,2285,9/1/2014,2014-09,2014-10,10-Q,42,20,20,14,13,115,531,278,434
2486,2285,12/1/2014,2014-12,2015-02,10-K,133,26,29,21,31,243,795,670,669
2487,2285,3/1/2015,2015-03,2015-04,10-Q,34,13,16,7,10,67,287,229,263
2488,2285,6/1/2015,2015-06,2015-07,10-Q,41,12,21,15,10,112,470,364,735
2489,2285,9/1/2015,2015-09,2015-10,10-Q,35,25,16,12,12,77,311,233,290
2490,2285,12/1/2015,2015-12,2016-02,10-K,132,23,31,25,33,277,1104,732,824
2491,2285,3/1/2016,2016-03,2016-04,10-Q,37,10,17,8,16,71,282,224,260
2492,2285,6/1/2016,2016-06,2016-07,10-Q,30,16,23,11,18,75,321,225,225
2493,2285,9/1/2016,2016-09,2016-10,10-Q,31,11,33,12,15,65,285,221,235
2494,2285,12/1/2016,2016-12,2017-02,10-K,114,17,37,25,37,329,1300,845,1368
2495,2285,3/1/2017,2017-03,2017-04,10-Q,28,9,17,7,11,75,408,236,337
2496,2285,6/1/2017,2017-06,2017-07,10-Q,28,12,20,7,11,62,282,228,234
2497,2285,9/1/2017,2017-09,2017-10,10-Q,29,14,19,9,12,58,244,217,232
2498,2285,12/1/2017,2017-12,2018-02,10-K,83,17,27,24,36,226,712,621,588
2499,2285,3/1/2018,2018-03,2018-04,10-Q,35,23,7,8,10,110,367,230,402
2500,2285,6/1/2018,2018-06,2018-07,10-Q,30,26,12,10,11,170,536,290,597
2501,2285,9/1/2018,2018-09,2018-10,10-Q,53,27,11,12,12,180,701,381,1189
2502,2285,12/1/2018,2018-12,2019-02,10-K,134,41,16,27,31,198,544,463,457
2503,2285,3/1/2019,2019-03,2019-04,10-Q,39,13,11,9,8,54,174,147,173
2504,2285,6/1/2019,2019-06,2019-07,10-Q,51,17,13,10,10,112,543,271,392
2505,2285,9/1/2019,2019-09,2019-10,10-Q,51,18,18,11,12,59,301,227,204
2506,2285,12/1/2019,2019-12,2020-01,10-K,143,31,27,31,31,209,765,571,520
2507,2285,3/1/2020,2020-03,2020-04,10-Q,44,7,18,10,14,141,1142,578,1320
2508,2285,6/1/2020,2020-06,2020-07,10-Q,49,9,36,13,19,75,610,343,424
2509,2285,9/1/2020,2020-09,2020-10,10-Q,50,7,34,13,19,54,450,265,173
2510,2285,12/1/2020,2020-12,2021-02,10-K,148,26,50,39,47,240,1042,709,553
2511,2285,3/1/2021,2021-03,2021-04,10-Q,59,12,20,12,19,154,1071,490,1083
2512,2285,6/1/2021,2021-06,2021-07,10-Q,62,31,19,14,20,88,352,203,177
2513,2285,9/1/2021,2021-09,2021-10,10-Q,63,29,16,20,23,103,376,224,178
2514,2403,6/1/2000,2000-06,2000-08,10-Q,48,61,12,8,2,28,103,43,102
2515,2403,12/1/2000,2000-12,2001-04,10-K,134,55,6,5,4,107,455,291,860
2516,2403,3/1/2001,2001-03,2001-05,10-Q,31,26,3,1,2,18,166,135,392
2517,2403,6/1/2001,2001-06,2001-08,10-Q,58,52,4,2,5,118,1436,568,3686
2518,2403,3/1/2002,2002-03,2002-05,10-Q,32,14,27,4,4,21,76,63,32
2519,2403,6/1/2002,2002-06,2002-08,10-Q,54,27,31,6,10,88,702,337,1184
2520,2403,9/1/2002,2002-09,2003-03,10-Q,57,31,21,6,12,147,1493,474,858
2521,2403,9/1/2002,2002-09,2003-03,10-Q,57,31,21,6,12,87,931,255,589
2522,2403,12/1/2002,2002-12,2003-03,10-K,192,56,27,12,21,143,1168,658,1448
2523,2403,12/1/2002,2002-12,2003-03,10-K,192,56,27,12,21,61,895,257,584
2524,2403,12/1/2002,2002-12,2003-03,10-K,192,56,27,12,21,67,951,266,587
2525,2403,3/1/2003,2003-03,2003-05,10-Q,55,24,20,5,4,65,776,240,748
2526,2403,6/1/2003,2003-06,2003-08,10-Q,81,63,20,5,8,83,1084,294,922
2527,2403,9/1/2003,2003-09,2003-11,10-Q,77,75,14,8,15,312,3207,1386,7807
2528,2403,12/1/2003,2003-12,2004-03,10-K,445,82,30,19,31,455,1546,950,1885
2529,2403,3/1/2004,2004-03,2004-05,10-Q,100,50,15,7,7,137,714,251,602
2530,2403,6/1/2004,2004-06,2004-08,10-Q,160,80,29,15,17,207,888,327,787
2531,2403,9/1/2004,2004-09,2004-11,10-Q,175,75,33,16,24,262,1327,567,1620
2532,2403,12/1/2004,2004-12,2005-03,10-K,623,93,47,23,35,679,2428,1332,3773
2533,2403,3/1/2005,2005-03,2005-05,10-Q,166,36,32,8,9,186,1106,471,1191
2534,2403,6/1/2005,2005-06,2005-08,10-Q,217,69,38,10,15,242,1274,562,1512
2535,2403,9/1/2005,2005-09,2005-11,10-Q,239,70,52,13,13,231,1628,612,2095
2536,2403,12/1/2005,2005-12,2006-03,10-K,705,70,57,27,45,726,1974,1170,2161
2537,2403,3/1/2006,2006-03,2006-05,10-Q,166,42,22,10,8,149,760,348,527
2538,2403,6/1/2006,2006-06,2006-08,10-Q,176,69,39,4,15,179,826,444,774
2539,2403,9/1/2006,2006-09,2006-11,10-Q,207,57,46,9,17,190,777,396,567
2540,2403,12/1/2006,2006-12,2007-02,10-K,740,83,70,32,48,752,2359,1239,2534
2541,2403,3/1/2007,2007-03,2007-05,10-Q,181,31,23,6,12,160,845,363,766
2542,2403,6/1/2007,2007-06,2007-08,10-Q,225,74,28,10,15,201,672,327,737
2543,2403,9/1/2007,2007-09,2007-10,10-Q,232,102,14,10,17,205,499,270,495
2544,2403,12/1/2007,2007-12,2008-02,10-K,748,94,42,31,59,748,1749,983,1559
2545,2403,3/1/2008,2008-03,2008-04,10-Q,186,54,5,13,8,160,480,240,483
2546,2403,6/1/2008,2008-06,2008-07,10-Q,230,87,8,14,14,208,488,258,335
2547,2403,9/1/2008,2008-09,2008-10,10-Q,259,79,10,15,7,359,1355,719,2070
2548,2403,12/1/2008,2008-12,2009-02,10-K,619,69,24,18,40,690,1727,867,1692
2549,2403,3/1/2009,2009-03,2009-04,10-Q,204,31,10,7,14,163,472,239,429
2550,2403,6/1/2009,2009-06,2009-07,10-Q,254,62,16,9,17,203,476,234,347
2551,2403,9/1/2009,2009-09,2009-10,10-Q,280,58,25,5,21,210,550,275,405
2552,2403,12/1/2009,2009-12,2010-02,10-K,612,53,32,15,31,665,1648,897,1542
2553,2403,3/1/2010,2010-03,2010-04,10-Q,196,41,15,5,6,161,610,234,531
2554,2403,6/1/2010,2010-06,2010-07,10-Q,247,62,26,3,16,256,641,279,618
2555,2403,9/1/2010,2010-09,2010-10,10-Q,251,57,41,2,17,202,596,238,462
2556,2403,12/1/2010,2010-12,2011-02,10-K,609,58,51,14,30,769,2096,1013,2170
2557,2403,3/1/2011,2011-03,2011-04,10-Q,167,23,16,3,4,148,505,199,429
2558,2403,6/1/2011,2011-06,2011-07,10-Q,174,24,16,5,4,130,477,193,411
2559,2403,9/1/2011,2011-09,2011-10,10-Q,184,25,20,2,3,136,484,210,440
2560,2403,12/1/2011,2011-12,2012-02,10-K,521,44,39,14,26,645,1884,961,2139
2561,2403,3/1/2012,2012-03,2012-04,10-Q,163,23,16,2,5,142,415,176,318
2562,2403,6/1/2012,2012-06,2012-07,10-Q,173,19,18,3,7,154,436,191,354
2563,2403,9/1/2012,2012-09,2012-10,10-Q,175,14,21,4,9,311,1061,328,1656
2564,2403,12/1/2012,2012-12,2013-02,10-K,521,36,36,15,27,1063,3744,1835,6809
2565,2403,3/1/2013,2013-03,2013-04,10-Q,158,28,19,4,5,207,414,207,357
2566,2403,6/1/2013,2013-06,2013-07,10-Q,166,29,17,4,7,208,450,223,449
2567,2403,9/1/2013,2013-09,2013-10,10-Q,155,31,15,8,8,218,461,219,347
2568,2403,12/1/2013,2013-12,2014-02,10-K,429,38,35,15,27,1070,3053,1630,5232
2569,2403,3/1/2014,2014-03,2014-04,10-Q,98,13,8,4,6,163,340,178,287
2570,2403,6/1/2014,2014-06,2014-07,10-Q,103,18,14,5,6,170,362,180,313
2571,2403,9/1/2014,2014-09,2014-10,10-Q,112,17,15,5,7,156,352,183,294
2572,2403,12/1/2014,2014-12,2015-02,10-K,377,39,36,16,24,804,2230,1442,3150
2573,2403,3/1/2015,2015-03,2015-04,10-Q,98,22,12,4,8,141,306,161,252
2574,2403,6/1/2015,2015-06,2015-07,10-Q,123,15,18,6,8,160,337,184,272
2575,2403,9/1/2015,2015-09,2015-10,10-Q,132,13,19,4,7,163,324,178,248
2576,2403,12/1/2015,2015-12,2016-02,10-K,398,32,34,16,22,873,2530,1440,3560
2577,2403,3/1/2016,2016-03,2016-04,10-Q,82,19,9,6,5,99,296,139,282
2578,2403,6/1/2016,2016-06,2016-07,10-Q,85,19,12,5,5,1699,2172,640,3955
2579,2403,9/1/2016,2016-09,2016-10,10-Q,92,21,12,7,5,102,297,145,263
2580,2403,12/1/2016,2016-12,2017-02,10-K,339,28,33,16,19,738,2269,1403,3283
2581,2403,3/1/2017,2017-03,2017-04,10-Q,66,15,8,5,9,102,277,149,250
2582,2403,6/1/2017,2017-06,2017-07,10-Q,74,18,10,5,10,160,1464,588,3816
2583,2403,9/1/2017,2017-09,2017-10,10-Q,69,18,12,5,9,128,328,165,270
2584,2403,12/1/2017,2017-12,2018-02,10-K,310,33,34,18,32,718,2316,1463,3327
2585,2403,3/1/2018,2018-03,2018-04,10-Q,86,14,17,5,12,127,343,174,316
2586,2403,6/1/2018,2018-06,2018-07,10-Q,102,18,17,7,9,146,369,187,345
2587,2403,9/1/2018,2018-09,2018-10,10-Q,110,17,14,7,9,160,389,190,327
2588,2403,12/1/2018,2018-12,2019-02,10-K,286,30,30,19,33,628,1778,1205,2182
2589,2403,3/1/2019,2019-03,2019-04,10-Q,93,20,8,6,8,121,382,203,312
2590,2403,6/1/2019,2019-06,2019-07,10-Q,123,21,7,6,9,155,712,343,1626
2591,2403,9/1/2019,2019-09,2019-10,10-Q,128,20,6,4,10,242,1546,912,2616
2592,2403,12/1/2019,2019-12,2020-02,10-K,334,28,19,17,25,1085,7103,3932,12832
2593,2403,3/1/2020,2020-03,2020-05,10-Q,154,19,10,9,6,95,391,277,209
2594,2403,6/1/2020,2020-06,2020-08,10-Q,162,19,23,11,10,99,445,295,452
2595,2403,9/1/2020,2020-09,2020-11,10-Q,150,18,14,11,11,130,420,320,254
2596,2403,12/1/2020,2020-12,2021-02,10-K,333,32,26,21,21,860,4624,2609,9377
2597,2403,3/1/2021,2021-03,2021-04,10-Q,150,16,18,5,7,100,307,199,230
2598,2403,6/1/2021,2021-06,2021-07,10-Q,173,29,16,9,9,121,569,253,686
2599,2403,9/1/2021,2021-09,2021-10,10-Q,189,24,16,11,8,112,411,223,298
2600,2435,4/1/2001,2001-04,2001-07,10-K,130,28,8,13,6,114,117,135,85
2601,2435,7/1/2001,2001-07,2001-09,10-Q,17,4,5,1,0,23,61,51,14
2602,2435,10/1/2001,2001-10,2001-12,10-Q,15,5,5,2,2,21,64,64,15
2603,2435,1/1/2002,2002-01,2002-03,10-Q,19,5,6,1,3,26,66,63,15
2604,2435,4/1/2002,2002-04,2002-07,10-K,131,23,11,11,11,128,200,180,95
2605,2435,7/1/2002,2002-07,2002-09,10-Q,10,3,7,0,1,20,43,22,13
2606,2435,10/1/2002,2002-10,2002-12,10-Q,18,7,7,1,0,22,60,37,24
2607,2435,1/1/2003,2003-01,2003-03,10-Q,29,10,5,1,1,96,1109,468,3288
2608,2435,4/1/2003,2003-04,2003-07,10-K,158,16,8,16,11,130,300,311,264
2609,2435,7/1/2003,2003-07,2003-09,10-Q,28,6,6,2,0,12,74,50,39
2610,2435,10/1/2003,2003-10,2003-12,10-Q,33,14,6,4,2,28,151,44,74
2611,2435,1/1/2004,2004-01,2004-03,10-Q,28,13,3,6,1,36,134,72,177
2612,2435,4/1/2004,2004-04,2004-07,10-K,175,42,11,20,12,159,391,243,206
2613,2435,7/1/2004,2004-07,2004-09,10-Q,27,4,3,6,5,22,130,43,92
2614,2435,10/1/2004,2004-10,2004-12,10-Q,36,14,4,7,3,44,147,49,78
2615,2435,1/1/2005,2005-01,2005-03,10-Q,31,5,7,5,2,43,175,52,79
2616,2435,4/1/2005,2005-04,2005-06,10-K,185,41,12,21,14,170,473,356,563
2617,2435,7/1/2005,2005-07,2005-09,10-Q,10,8,3,2,0,24,159,49,84
2618,2435,10/1/2005,2005-10,2005-12,10-Q,26,10,2,4,0,31,201,56,79
2619,2435,1/1/2006,2006-01,2006-03,10-Q,36,10,1,3,0,54,193,60,81
2620,2435,4/1/2006,2006-04,2006-06,10-K,245,39,8,33,11,208,875,432,1209
2621,2435,7/1/2006,2006-07,2006-09,10-Q,33,6,2,2,0,22,173,88,141
2622,2435,10/1/2006,2006-10,2006-12,10-Q,45,9,1,4,1,38,198,89,85
2623,2435,1/1/2007,2007-01,2007-03,10-Q,61,15,1,5,0,52,222,132,89
2624,2435,4/1/2007,2007-04,2007-06,10-K,263,57,10,26,5,198,527,398,266
2625,2435,7/1/2007,2007-07,2007-09,10-Q,48,9,2,3,1,16,160,65,87
2626,2435,10/1/2007,2007-10,2007-12,10-Q,51,25,3,12,2,40,202,80,94
2627,2435,1/1/2008,2008-01,2008-03,10-Q,55,25,3,8,0,39,150,71,74
2628,2435,4/1/2008,2008-04,2008-06,10-K,276,50,11,39,9,188,503,402,218
2629,2435,7/1/2008,2008-07,2008-09,10-Q,45,10,6,2,5,14,117,68,28
2630,2435,10/1/2008,2008-10,2008-12,10-Q,51,19,5,5,13,41,165,104,37
2631,2435,1/1/2009,2009-01,2009-03,10-Q,72,10,21,14,13,58,194,120,36
2632,2435,4/1/2009,2009-04,2009-06,10-K,322,28,32,36,19,213,595,445,181
2633,2435,7/1/2009,2009-07,2009-09,10-Q,53,7,6,1,3,32,158,100,116
2634,2435,10/1/2009,2009-10,2009-12,10-Q,62,10,18,4,9,44,152,96,55
2635,2435,1/1/2010,2010-01,2010-03,10-Q,84,19,13,13,3,44,180,98,70
2636,2435,4/1/2010,2010-04,2010-06,10-K,73,4,2,16,4,276,702,514,307
2637,2435,7/1/2010,2010-07,2010-09,10-Q,81,9,7,5,2,45,113,101,78
2638,2435,10/1/2010,2010-10,2010-12,10-Q,78,22,7,6,4,45,125,98,73
2639,2435,1/1/2011,2011-01,2011-03,10-Q,91,29,5,7,2,63,159,121,119
2640,2435,4/1/2011,2011-04,2011-06,10-K,50,4,3,14,5,254,616,496,201
2641,2435,7/1/2011,2011-07,2011-09,10-Q,58,13,4,8,0,77,853,589,2502
2642,2435,10/1/2011,2011-10,2011-12,10-Q,89,26,9,21,1,53,143,101,53
2643,2435,1/1/2012,2012-01,2012-03,10-Q,93,20,6,13,5,49,141,94,56
2644,2435,4/1/2012,2012-04,2012-06,10-K,409,40,17,41,16,260,657,491,210
2645,2435,7/1/2012,2012-07,2012-09,10-Q,64,15,5,4,3,48,165,125,167
2646,2435,10/1/2012,2012-10,2012-12,10-Q,89,21,12,8,7,58,155,92,47
2647,2435,1/1/2013,2013-01,2013-03,10-Q,91,20,10,9,4,52,164,100,48
2648,2435,4/1/2013,2013-04,2013-06,10-K,394,49,16,38,16,223,616,524,206
2649,2435,7/1/2013,2013-07,2013-08,10-Q,69,14,7,5,0,26,114,86,57
2650,2435,10/1/2013,2013-10,2013-12,10-Q,117,32,15,14,2,51,141,106,184
2651,2435,1/1/2014,2014-01,2014-03,10-Q,152,40,17,15,5,47,148,112,58
2652,2435,4/1/2014,2014-04,2014-06,10-K,377,70,20,41,19,269,620,590,209
2653,2435,7/1/2014,2014-07,2014-08,10-Q,97,26,8,6,5,29,146,121,62
2654,2435,10/1/2014,2014-10,2014-12,10-Q,133,44,15,15,3,52,178,131,60
2655,2435,1/1/2015,2015-01,2015-03,10-Q,126,37,10,16,3,63,174,130,62
2656,2435,4/1/2015,2015-04,2015-06,10-K,385,58,14,39,18,262,595,596,218
2657,2435,7/1/2015,2015-07,2015-08,10-Q,95,22,12,7,5,39,390,196,332
2658,2435,10/1/2015,2015-10,2015-12,10-Q,102,30,17,10,10,67,169,126,68
2659,2435,1/1/2016,2016-01,2016-03,10-Q,119,33,10,9,6,69,175,139,67
2660,2435,4/1/2016,2016-04,2016-06,10-K,386,51,20,35,15,279,629,628,223
2661,2435,7/1/2016,2016-07,2016-08,10-Q,133,19,21,4,8,45,193,156,74
2662,2435,10/1/2016,2016-10,2016-12,10-Q,177,27,32,9,10,68,238,148,69
2663,2435,1/1/2017,2017-01,2017-03,10-Q,181,27,24,12,13,73,239,150,70
2664,2435,4/1/2017,2017-04,2017-06,10-K,403,52,27,31,23,253,686,613,224
2665,2435,7/1/2017,2017-07,2017-08,10-Q,127,42,8,7,6,53,178,129,61
2666,2435,10/1/2017,2017-10,2017-12,10-Q,170,65,2,13,9,71,204,137,65
2667,2435,1/1/2018,2018-01,2018-03,10-Q,185,65,6,18,8,82,192,150,74
2668,2435,4/1/2018,2018-04,2018-06,10-K,429,66,18,37,31,290,681,662,249
2669,2435,7/1/2018,2018-07,2018-08,10-Q,169,58,8,12,6,54,180,165,89
2670,2435,10/1/2018,2018-10,2018-12,10-Q,207,48,22,17,9,69,215,180,91
2671,2435,1/1/2019,2019-01,2019-03,10-Q,204,55,14,20,15,72,221,175,95
2672,2435,4/1/2019,2019-04,2019-06,10-K,430,76,15,39,25,292,883,723,580
2673,2435,7/1/2019,2019-07,2019-08,10-Q,160,19,31,9,11,44,150,128,54
2674,2435,10/1/2019,2019-10,2019-12,10-Q,207,44,23,16,11,63,174,130,53
2675,2435,1/1/2020,2020-01,2020-03,10-Q,205,37,25,14,9,48,172,131,51
2676,2435,4/1/2020,2020-04,2020-06,10-K,346,25,40,30,19,264,985,654,549
2677,2435,7/1/2020,2020-07,2020-09,10-Q,163,21,27,5,9,93,387,192,306
2678,2435,10/1/2020,2020-10,2020-12,10-Q,178,21,27,4,15,69,242,131,53
2679,2435,1/1/2021,2021-01,2021-03,10-Q,188,22,25,10,19,74,246,140,56
2680,2435,4/1/2021,2021-04,2021-06,10-K,372,32,23,31,14,288,745,636,239
2681,2435,7/1/2021,2021-07,2021-09,10-Q,170,36,5,18,1,56,199,137,66
2682,2435,10/1/2021,2021-10,2021-12,10-Q,184,27,10,10,2,71,228,142,68
2683,2547,12/1/2018,2018-12,2019-02,10-K,268,28,9,47,53,519,1868,1356,2180
2684,2547,3/1/2019,2019-03,2019-05,10-Q,100,12,3,20,10,163,935,465,802
2685,2547,6/1/2019,2019-06,2019-08,10-Q,145,9,4,22,9,76,267,226,178
2686,2547,9/1/2019,2019-09,2019-10,10-Q,143,11,2,23,9,81,284,247,176
2687,2547,12/1/2019,2019-12,2020-02,10-K,292,18,11,48,42,420,1219,976,1280
2688,2547,3/1/2020,2020-03,2020-05,10-Q,131,7,4,14,22,169,940,461,926
2689,2547,6/1/2020,2020-06,2020-08,10-Q,139,9,4,16,24,112,326,245,229
2690,2547,9/1/2020,2020-09,2020-11,10-Q,137,11,6,18,32,109,327,264,240
2691,2547,12/1/2020,2020-12,2021-02,10-K,293,14,12,54,55,529,1364,1095,1461
2692,2547,3/1/2021,2021-03,2021-05,10-Q,119,8,5,13,16,186,639,336,444
2693,2547,6/1/2021,2021-06,2021-08,10-Q,130,9,6,13,20,121,283,197,255
